,hotel_id,hotel_name,session_id,text,source,timestamp,turns,duration,initiator,msg_id,len,has_q
112523,55577b72-f91a-425a-8615-1d9f529a6eaa,"HALCYON, a hotel in Cherry Creek",2f1f48ad-d462-443f-a9fc-a3923ee25fc4,Should arrive by 5 pm,guest,2017-11-03 22:11:56.000000,1,0:00:00,guest,1,21,False
325006,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,57a17107-4869-4a77-b510-9346e9d759f5,I checked out yesterday,guest,2017-09-21 12:43:16.000000,1,0:00:00,guest,1,23,False
626614,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,ac9b8c90-a267-4a77-ab4a-e813e76ec1f4,You too! :blush:,guest,2017-05-24 01:56:54.000000,82,"144 days, 8:39:59.396000",guest,24,16,False
125394,34f0438f-00db-4810-9b30-c4ed8898cd63,Holiday Inn - At the Pavilion,91b45b20-a52e-403e-9d51-c9b41681dbf4,Thank you.. I will be arriving between 8 & 10 pm,guest,2017-07-25 20:40:33.000000,14,"6 days, 21:16:36.429000",guest,1,48,False
852329,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,9516c9e9-d9e8-4b1b-a254-b92b70790342,I cant lock the door and leave the key inside,guest,2017-11-16 13:49:49.000000,14,"5 days, 10:19:29.416000",hotel,14,45,False
368882,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,839149b2-f002-40d2-af75-80e4b41f401a,Everything is going well. Thank you,guest,2017-08-24 16:10:12.000000,4,19:26:53.545000,hotel,4,35,False
574347,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,64b10ab8-991c-4bed-9bd4-b17591137cab,456-717 is your Stripe verification code.,guest,2016-11-18 00:34:01.000000,8,"18 days, 7:22:53",guest,6,41,False
729268,7f0ed454-0845-4b13-8ad2-3c26a48bbda9,The Liaison Capitol Hill,293184a7-7643-4293-ad72-e52f67d7804b,Perfect thank you very much,guest,2017-10-08 00:29:04.000000,4,1:43:42.753000,guest,3,27,False
325786,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,76fbcef0-1f97-4ce7-af42-1c284ea3ea5e,Thank you! :grinning:,guest,2017-10-24 22:25:18.000000,12,16:42:49.140000,guest,5,21,False
814786,3bd77c24-1877-4566-b43f-6c8ef5a8bcfc,Thompson Nashville,976f94ef-7779-4fe7-b02d-27329cc13cb1,"Sorry, yes please clean our room",guest,2017-06-18 19:22:42.000000,5,0:56:28.321000,hotel,2,32,False
788553,bd7c3b05-7ef8-489a-a0d5-1079574a81c7,The Troubadour Hotel,37f5bee0-4197-4e0c-8ba9-ed35a82fc3f5,Thank you. See you tomorrow!,guest,2017-08-23 14:03:05.000000,1,0:00:00,guest,1,28,False
674367,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,ea94bfa0-6caa-47bf-8d5f-3831f5d33105,It appears housekeeping still has not come,guest,2017-07-20 20:13:19.000000,29,"7 days, 12:19:07.266000",hotel,16,42,False
379475,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,cdce5ea9-c4c2-400f-b9f1-e5d62e3ca379,It's nice thank you,guest,2017-06-24 17:03:08.000000,3,"2 days, 17:46:47.337000",hotel,2,19,False
212843,2972e343-cb2f-4818-afe0-06ab60838073,Hotel Vitale,26673be5-28e1-4d88-96de-88a2085f9eef,"Ok I'm coming, sorry",guest,2018-01-09 00:13:41.000000,4,0:27:39.205000,hotel,2,20,False
71186,3ed55bee-c835-4a8f-a7f3-ec07d771d27e,Dream Downtown,400c0383-20b0-4915-9ca3-e56d61dd8116,I’m arriving Tuesday at about 3 pm. NOT tomorrow,guest,2017-10-22 13:09:23.000000,5,"23 days, 10:35:46",guest,1,48,False
753017,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,49c021f2-00e0-48ee-ba2e-5532232b9a0d,Poor.  I can't get internet.,guest,2017-08-27 00:42:10.000000,2,0:00:21.215000,guest,1,28,False
701586,1ec42925-a3d9-4f34-83bc-f101b3fa9dac,The Inn at Entrada,451665fb-3b99-4606-b45b-7e5226acd0c8,I have to run ice to 2001 and check windows in 502,guest,2017-12-29 19:11:15.000000,6246,"665 days, 2:05:52.142000",hotel,5940,50,False
50520,fd491c4d-10a5-4e48-9d65-6f94f34e43c0,Coral Beach Resort,be64f188-1232-49db-80c4-5cd97bd5b74d,Ok thank you very much,guest,2017-07-03 18:54:39.000000,41,"8 days, 18:00:53.200000",guest,29,22,False
114089,55577b72-f91a-425a-8615-1d9f529a6eaa,"HALCYON, a hotel in Cherry Creek",547ac2bf-bdcd-404f-847b-e8934e2f5039,We Arrive around 130-2 pm,guest,2017-05-19 09:04:05.000000,2,0:16:09.953000,guest,1,25,False
572346,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,60f5c7fe-92cc-471d-bb2d-d8d9b2642b9e,Sometime between 11:30 am - 12 pm,guest,2017-06-07 17:31:01.000000,104,"8 days, 9:54:17.689000",hotel,95,33,False
777677,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,d136e0b6-1dd4-494d-93b6-baa2b270af8a,Very nice thank you,guest,2017-10-15 20:30:21.000000,2,0:00:13.562000,guest,1,19,False
150391,91bbee8d-a14c-487a-a71c-90733afac082,Hotel Del Sol,fb30906d-54f2-4bb1-87f6-fce6091ec045,What's my confirmation number I have two rooms,guest,2017-12-29 17:36:28.000000,7,0:22:15.150000,guest,1,46,False
200848,6b756a7b-73c3-48df-85f8-6d2e9f82c1f7,Hotel Max,a2e5e4a0-349e-4083-af43-c83d82641ef6,Thank you very much Gary!,guest,2017-09-12 00:08:17.000000,2,0:23:53.899000,hotel,2,25,False
173935,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,4c376e7a-2183-4645-bf12-2971dbe45063,I'm content. Thank you!,guest,2016-05-06 22:01:22.000000,3,"2 days, 7:52:43",guest,3,23,False
147814,66816a87-70d0-4725-b769-292e78b0dd2c,Hotel Carlton San Francisco,f26632e4-76bb-4f29-90e2-7e711e5cdc60,Wonderful. Thank you.,guest,2017-09-21 11:14:49.000000,1,0:00:00,guest,1,21,False
813337,3bd77c24-1877-4566-b43f-6c8ef5a8bcfc,Thompson Nashville,89f8d393-3145-4084-8e9a-afba4cdd819a,I cancelled it online!,guest,2017-12-29 14:16:14.000000,8,0:20:32.265000,guest,1,22,False
108216,1b810dbe-809a-4baa-827f-26e834e2d30e,Gild Hall - A Thompson Hotel,b86cd455-7ff0-4eb9-b4f2-6915f203804e,Thank you for the suggestion!,guest,2017-08-24 15:05:29.000000,13,"2 days, 3:52:43",guest,3,29,False
549932,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,44bfb8e2-b20b-49d5-aee9-546ea8e8d96b,Ik here at the door,guest,2017-08-28 19:50:31.000000,8,1:08:35.999000,guest,7,19,False
498707,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,0f3278f4-3f7a-48a7-b14d-033c00c78163,Leaving on sunday.,guest,2017-08-05 02:43:38.000000,8,1:12:22,guest,4,18,False
322619,e8b2a230-2a1a-44e3-a5b1-d030511edde6,Phoenix Hotel,bcdefd31-9d71-4288-b0d8-3388fe8f9eae,My reservation starts tomorrow correct,guest,2017-05-24 15:19:00.000000,2,0:58:53.167000,guest,1,38,False
633951,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,b6180b3c-766a-43ea-a7ee-830e830e70ae,"I assume 2 bedroom,  I put in 4 people",guest,2017-09-02 23:59:41.000000,112,"250 days, 5:27:47.602000",guest,49,38,False
200325,6b756a7b-73c3-48df-85f8-6d2e9f82c1f7,Hotel Max,8cdb6c93-d97e-4f79-993e-e563b07455be,Great. Just booked it.,guest,2017-08-30 16:31:14.000000,8,0:34:05.596000,guest,5,22,False
688017,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,fd688e21-1bfe-48b4-b46b-78098dfbcb01,Hi! We plan on leaving around 8am tomorrow,guest,2016-11-12 16:14:38.000000,8,21:55:07.701000,hotel,7,42,False
845082,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,5ffa345c-9ef0-4c55-9ffd-4fdce4be52b0,All the apartments are done and clean,guest,2016-09-29 02:26:45.000000,2186,"628 days, 0:08:56.042000",hotel,851,37,False
774294,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,be5b7748-d0b0-4afb-85b0-c1aaf0f60e1b,Great. Thanks for asking.,guest,2018-01-22 22:25:15.000000,2,0:00:37.506000,guest,1,25,False
757939,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,66b8d408-f888-4000-b40d-d63aa033fb13,Thank you very much,guest,2016-11-27 01:15:43.000000,6,0:15:55.274000,guest,5,19,False
114624,55577b72-f91a-425a-8615-1d9f529a6eaa,"HALCYON, a hotel in Cherry Creek",6347071e-2b2a-46ea-8492-a82a437617f5,Hi I expect to arrive by 3pm. Thanks!,guest,2017-03-15 15:20:33.000000,2,0:27:01.678000,guest,1,37,False
188861,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,c29a4e44-714c-4fe0-8aa3-092ce98e29d8,Thank you! We are like looking forward to visiting,guest,2017-03-22 16:15:48.000000,6,"2 days, 1:32:08",guest,5,50,False
410083,7511adfe-2d00-4115-9feb-1bd9a5beb177,Stanford Court Hotel,6b3cb95a-03df-40b6-a3ec-b19bbf7fd0ea,Thank you so much!,guest,2016-12-10 18:31:38.000000,6,9:35:51.778000,guest,5,18,False
720372,14de0ece-1dfd-4d86-9499-c8eb6dfe4992,The Iron Horse Hotel,e703c20e-86bb-4adf-b876-09103294f173,We just got back to our room. Thank you!,guest,2017-11-10 23:20:35.000000,2,0:02:13.034000,hotel,2,40,False
59344,deb9cec5-ce56-46af-b3b2-eae97f881b4e,Dogfish Inn,41fd223f-387a-40ab-b90d-8cdc79773c9b,Awesome thank you so much!!,guest,2017-08-31 18:59:51.000000,9,"1 day, 5:51:02.492000",hotel,9,27,False
584589,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,72680d95-6db1-487d-bfc6-254410bede44,*And I do need to.,guest,2017-08-13 22:57:15.000000,182,"22 days, 14:04:05.970000",hotel,144,18,False
191804,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,da52baa3-bac5-4096-b243-2240739d59cd,"I just received confirmation, thank you.",guest,2016-05-28 19:36:09.000000,12,20:02:41,guest,11,40,False
262938,7246364b-efd3-4f14-a8dc-25a05ee4c4ec,Inn At Saint Mary's,397b2599-5a94-4b08-b0de-578ff563bb80,Already checked out. Bye,guest,2017-12-30 17:14:56.000000,1,0:00:00,guest,1,24,False
358226,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,3885c9b2-d040-45c0-8b18-671f8a0c0c50,Yes it is great. Thanks for checking!,guest,2017-05-16 16:25:58.000000,2,0:05:44.726000,hotel,2,37,False
584587,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,72680d95-6db1-487d-bfc6-254410bede44,Let me know if you run into any issues.,guest,2017-08-13 22:56:37.000000,182,"22 days, 14:04:05.970000",hotel,142,39,False
566994,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,5a58d9af-a802-4932-b89c-6ff7603c1648,Got it - thanks!,guest,2017-07-11 12:54:28.000000,11,"2 days, 4:16:36.189000",hotel,5,16,False
609630,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,943aee87-34cb-446d-b5b5-b145aaf53724,Should be able to just provide address,guest,2017-12-10 21:31:40.000000,18,"114 days, 21:31:27.832000",hotel,11,38,False
421058,c263681f-b53c-4c11-bc28-68bb25412a38,Sundial Beach Resort & Spa,47fd6f71-e305-476a-ab89-65796ef6f8bb,What a nice service :blush:,guest,2016-08-12 22:37:05.000000,3,0:01:40,guest,3,27,False
550544,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,45970c6e-6cba-4c70-a8ae-1c3d6fc880cd,I need another room asap,guest,2017-10-21 02:01:06.000000,43,"12 days, 10:34:44.658000",hotel,32,24,False
48170,fd491c4d-10a5-4e48-9d65-6f94f34e43c0,Coral Beach Resort,a7b0a7bd-c316-4329-b54f-5155f98fe264,I will let you know if I hear more. Thanks,guest,2017-07-12 01:41:15.000000,28,"4 days, 21:47:44.003000",guest,23,42,False
784296,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,f441c170-f059-40b2-9225-6b0fb201d587,Hall of presidents needs to be warmed up,guest,2016-12-15 13:31:49.000000,48,"255 days, 0:21:33.504000",hotel,44,40,False
785271,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,fa2ada95-de40-4ac7-9709-14a9bde3cd29,Thank you so much!,guest,2017-10-07 23:39:33.000000,5,23:15:40,guest,5,18,False
570637,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,5eb4f5b1-e7b2-4d11-8110-cb3d52e4e46e,Ok thanks for heads up,guest,2017-09-12 23:37:46.000000,60,"3 days, 15:26:51.793000",hotel,25,22,False
132629,911d0847-f958-4e92-9e17-04c290d3243f,"Holiday Inn Express - Newton, NJ",f32a0552-a8ad-41a8-a26f-b43351e08ebe,My name is Lissette,guest,2017-11-16 21:27:54.000000,3,0:16:02,guest,3,19,False
160288,ba0f9171-b9f6-4094-a0d4-49488d14c957,Hotel Kabuki San Francisco,0e21cd07-9d90-46eb-90d9-1953eb9a27ef,"Yes, I also have this room",guest,2017-06-08 19:55:35.000000,10,"1 day, 0:38:20",guest,5,26,False
773364,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,b88cc08c-a748-49a4-a250-021024c6ef20,Everything is fine thanks,guest,2016-12-26 20:39:19.000000,7,"348 days, 17:48:35",guest,1,25,False
122941,34f0438f-00db-4810-9b30-c4ed8898cd63,Holiday Inn - At the Pavilion,45c49d36-2652-4dfc-958b-5c000e0b5ccc,Everything is great. Thank you,guest,2017-10-12 22:12:43.000000,1,0:00:00,guest,1,30,False
392359,dea01f08-ae01-4667-b510-20a2c916eb6d,SoBro Guest House,24d47627-fb5b-447c-a891-60158f454057,It doesn't have a code to get into a room,guest,2017-04-21 17:58:18.000000,11,"1 day, 22:18:24.017000",guest,1,41,False
143950,7e49dfd2-1e15-487e-86f7-393c6a906e7b,Hotel Andaluz,e6a74494-5ddc-49dc-bdea-885ba0b8f249,All is well. Herb,guest,2017-05-12 23:01:50.000000,2,0:07:07.778000,guest,1,17,False
878400,cba41a8f-1d4e-4f56-85be-40f4e416fc5b,Wild Palms Hotel,74c6e932-4cc4-4fdc-9cf7-00f49b5fba29,Like can we check in at 7:30pm',guest,2017-07-14 16:02:05.000000,6,23:54:04.518000,guest,2,31,False
10227,98e6be84-0b72-4dc3-b753-4697f87a0dea,Ayres Hotel Anaheim,5bc89441-1cff-4be7-b779-94c49869ca8a,Yes this is Dylan is it not showing cancelled,guest,2017-11-02 23:10:22.000000,13,1:09:22,guest,5,45,False
401178,dea01f08-ae01-4667-b510-20a2c916eb6d,SoBro Guest House,b54ea781-3e45-4f0f-8eaf-b90a8b5de6c5,Thank you so much! Our stay is wonderful so far!,guest,2017-06-16 15:40:35.000000,17,"2 days, 20:57:11",guest,3,48,False
855553,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,ab798e38-8ce8-42d0-b4fa-1d0596753a44,This is the flat manual,guest,2016-04-05 07:07:59.000000,86,"277 days, 8:46:35.352000",hotel,6,23,False
863374,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,f52911b4-2b09-4cfc-974f-ed920fb8f4a1,"Yes, by 10 am. Thank you",guest,2016-07-31 14:10:58.000000,7,"5 days, 21:27:24.956000",hotel,3,24,False
152776,57580524-4cd4-4b5d-9cc0-7e26a38fa65f,Hotel Healdsburg,7d0abd41-9568-4607-9eed-9ee6d5d4ae18,Thank you. That's perfect.,guest,2016-11-21 23:29:54.000000,3,6:30:14.183000,hotel,2,26,False
687582,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,fccf78d6-a81c-4080-8178-46e8c363647c,Thank you again!,guest,2017-10-30 00:06:20.000000,36,"55 days, 20:15:34.326000",hotel,17,16,False
653848,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,d1f7590f-0868-41b3-8cc3-1f8e50f0ba0d,Need help getting in,guest,2016-11-07 22:38:24.000000,2,0:02:45,guest,2,20,False
752365,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,45d7ed31-0342-4c05-8748-296bb33ca39d,"Sounds good, thank you",guest,2017-08-22 01:58:15.000000,22,"1 day, 20:13:37",guest,16,22,False
139471,7e49dfd2-1e15-487e-86f7-393c6a906e7b,Hotel Andaluz,817106c2-e417-411a-a1d6-6208bc5dc014,All good so far!,guest,2016-09-20 01:39:20.000000,1,0:00:00,guest,1,16,False
25263,a7a0b32e-c081-4ea9-b3d2-93e68afd401d,Clift Hotel,33d4b9d9-7afa-467b-956d-6e364a4cccb2,Sounds good just wondering,guest,2017-11-04 17:06:12.000000,11,"2 days, 0:22:34",guest,7,26,False
733258,7f0ed454-0845-4b13-8ad2-3c26a48bbda9,The Liaison Capitol Hill,82e54da7-c094-4e81-b068-29d5cb02f13e,"Everything is ok so far, thank you",guest,2017-12-28 23:02:28.000000,2,0:35:49.012000,guest,1,34,False
393278,dea01f08-ae01-4667-b510-20a2c916eb6d,SoBro Guest House,337d6762-ef9e-4d3e-8d7a-cddcf1b244fe,I really don't want to change rooms,guest,2016-10-16 20:30:28.000000,48,"2 days, 23:39:16",hotel,10,35,False
591200,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,7ab15d8a-4d9a-4080-a1b2-cf748dcefc70,the code is not working,guest,2017-11-13 19:41:48.000000,34,"218 days, 0:17:55.890000",guest,20,23,False
600122,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,86940517-67cf-42df-a060-cdc68390381d,"Received, thank you!!",guest,2016-11-30 16:51:18.000000,28,"22 days, 23:09:15.591000",hotel,26,21,False
570019,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,5dc321a9-010a-47c9-badc-dbc47b081539,That was the text I got,guest,2017-10-16 23:57:19.000000,19,"14 days, 5:26:27.218000",hotel,15,23,False
830662,645de31c-fc84-4aa7-982d-8974b2db442c,TrustYou,39db9dd5-db74-4540-94c5-ef13fab87b83,It also did it just now in Safari,guest,2016-10-19 17:45:26.000000,60,"24 days, 17:25:23.746000",guest,31,33,False
349692,70cd36db-4583-4acc-a585-97ec93094c8a,RE/MAX of the Islands Vacation Rentals,e5ad908c-08c3-4564-b9c4-2055676c5563,Can book same place same week Altman deb,guest,2017-07-11 13:05:19.000000,12,"2 days, 20:43:44.330000",hotel,9,40,False
124229,34f0438f-00db-4810-9b30-c4ed8898cd63,Holiday Inn - At the Pavilion,6e40ce2b-a353-4fbe-9aed-87099dc136d2,What time we meeting,guest,2017-12-01 15:08:54.000000,4,0:23:49.658000,guest,1,20,False
744740,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,1a454e5e-c6d3-4a7e-af9f-c6f05cca55d2,I’ll keep that option under advisement.,guest,2017-11-23 22:28:30.000000,12,3:34:59,guest,6,39,False
316689,8a774467-ce01-4e1d-b54e-3465164342d8,Pacific Edge Hotel on Laguna Beach,7619a7c7-571b-46b1-8b85-30f86a45541e,I'll be checking out tomorrow instead of Thursday,guest,2017-04-25 14:33:48.000000,5,"1 day, 6:34:28.642000",guest,1,49,False
547873,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,41d026e2-2cac-4a7d-95f5-fcb25a429364,Ok that worked...,guest,2017-07-06 19:55:20.000000,140,2:14:49,guest,106,17,False
741513,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,08b456b8-b071-4ccd-95e5-1e99eac3bd57,No problem and thank you!,guest,2017-06-08 21:03:16.000000,4,0:03:02,guest,4,25,False
631141,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,b2eff545-d23e-4b0c-9d4b-1f59f6c5f3cf,Let him in the building...,guest,2017-07-26 04:59:49.000000,57,"145 days, 20:30:03.054000",guest,26,26,False
560219,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,515d6e5a-943a-4de4-a2b2-efeb42262b43,Ok thank u we b there later,guest,2017-06-03 16:18:49.000000,64,"145 days, 3:08:41.089000",guest,12,27,False
104695,1b810dbe-809a-4baa-827f-26e834e2d30e,Gild Hall - A Thompson Hotel,1e719935-bf27-40d8-b0db-359ab052de23,Thanks - in a cab & should be there soon!,guest,2017-09-11 16:01:47.000000,7,"1 day, 2:58:11.259000",guest,5,41,False
381243,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,db6254e0-ab84-42e4-b67d-8bc47f7a6238,Yes this room  is acceptable. Thank you,guest,2017-03-11 02:07:03.000000,2,0:32:57.944000,hotel,2,39,False
586979,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,75382fa2-fe6d-499c-b728-b49c9f582b55,last name is Maghari,guest,2017-04-25 15:25:17.000000,21,"28 days, 15:16:14.880000",guest,13,20,False
291451,50703401-afd1-4eea-a019-ccc59ac89cb0,Naples Grande Beach Resort,2676b4f0-747a-4282-997b-c866506bf82c,This is absolute garbage.,guest,2017-04-07 20:15:25.000000,4,"2 days, 18:00:37.259000",hotel,3,25,False
577753,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,6a118447-f4f8-4224-9eec-0e8971ec831f,Hello. The TV is saying UVersre is unavailable,guest,2017-03-28 23:47:56.000000,17,"3 days, 2:13:36.609000",hotel,5,46,False
529793,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,36b9ac9c-b099-4211-a912-b5885b2aea81,thanks for offering a partial credit!,guest,2017-03-17 00:49:48.000000,43,"1 day, 20:15:01.741000",hotel,22,37,False
740051,b3a7a0e0-36f9-4d7b-93fd-8a8a57afbb50,The Marker San Francisco,c9fedc00-117d-4011-ad6a-582076535196,Thank you :blush:,guest,2017-12-18 17:57:00.000000,2,4:49:45.189000,guest,1,17,False
753441,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,4c9148c1-b466-4223-a2e9-ca3a95b71fe1,"Boyum,Margaret Ann",guest,2016-05-22 15:14:33.000000,4,0:35:15.926000,guest,3,18,False
78120,bf2a99a9-aad2-4b22-9722-5315f5c77cba,EroRentals.com,041cb473-1035-4681-b953-79f670950c1f,Yo cancele la cuenta del banco,guest,2018-01-03 18:44:05.000000,24,"1 day, 19:44:16.890000",guest,8,30,False
683689,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,f75abf56-f069-4e25-b63e-ebfa22d7ffa6,No rush.  We r out of the apt all day,guest,2017-06-10 15:18:12.000000,12,"6 days, 12:26:47.737000",guest,9,37,False
329446,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,ff0d6cd0-50bb-4ad3-bb08-8df19f5468cf,Thanks! Looking forward to it myself!,guest,2017-07-13 18:02:16.000000,6,"3 days, 19:06:49.777000",guest,1,37,False
674969,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,eb6c7530-d341-477c-8fdd-6e1516281637,I should arrive around 3pm -6pm,guest,2017-06-11 11:55:15.000000,4,"2 days, 10:21:24.453000",guest,1,31,False
724713,5cca9641-50b8-4761-bd0c-ef5aeddc8f27,The King Jason Protaras,9f356d96-a26b-4931-8d60-c1ba7cc08b33,"Sorry to hear that. 
Thanks for the wishes.",guest,2017-03-27 20:43:23.000000,20,"286 days, 22:35:09",guest,3,43,False
645638,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,c5f12c49-375a-40be-baf7-568535a299ed,I will need 2 parking passes,guest,2017-09-29 19:33:49.000000,10,"2 days, 23:31:55.019000",guest,4,28,False
267816,7246364b-efd3-4f14-a8dc-25a05ee4c4ec,Inn At Saint Mary's,e07397a9-e5c2-4fb9-bf91-d40e3ef923e4,Please confirm I hv 2 rooms booked direct w u,guest,2018-01-24 17:53:45.000000,5,0:08:05,guest,1,45,False
281664,fb1c5ede-9738-4a29-a851-2b90317ee32b,Locale,7b3b1db2-9635-4bce-b70c-3d9d808f3b13,"Hi there, the code worked",guest,2017-11-05 01:43:04.000000,54,"2 days, 16:56:55.651000",guest,44,25,False
11755,0be43976-5466-456a-b89d-e51329ae6d45,Berlin Resort,19d362cf-b31d-4d3e-a30c-2321c2cc57d8,Thank you very much.,guest,2017-09-15 14:06:33.000000,3,0:01:53,guest,3,20,False
802531,3bd77c24-1877-4566-b43f-6c8ef5a8bcfc,Thompson Nashville,28686d52-bb83-49cc-8332-a1250ea5b522,We love Thompson hotels!,guest,2016-12-29 16:14:44.000000,8,"18 days, 0:52:56.362000",hotel,7,24,False
8148,db19025f-c6d6-4157-9618-24cd726e9911,Aqua Hotel,58f31c25-a0da-477d-a04f-cadec5470e9c,No. Should only be one deluxe studio with 2 queens,guest,2017-07-03 21:20:50.000000,6,6:39:45,guest,3,50,False
658772,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,d8c95a15-8da3-423d-81d7-07480ea2066b,"I'm out of 331 now, thanks for everything",guest,2017-06-12 17:30:05.000000,49,"16 days, 3:31:45.761000",guest,48,41,False
790477,bd7c3b05-7ef8-489a-a0d5-1079574a81c7,The Troubadour Hotel,aacdce19-23e3-43a0-8e1f-6848fded5302,Digital copy of folio printed to room please,guest,2017-09-09 08:47:44.000000,2,0:00:30,guest,1,44,False
709572,1ec42925-a3d9-4f34-83bc-f101b3fa9dac,The Inn at Entrada,b332600b-9d36-4f74-84ad-30ec544d8116,"Ok, I'll take a look at it",guest,2017-05-07 21:28:47.000000,1785,"348 days, 0:40:31.605000",hotel,1696,26,False
27527,a7a0b32e-c081-4ea9-b3d2-93e68afd401d,Clift Hotel,8d1e983d-e7e1-45ff-978e-8f177a335a59,I land at SFO at 8:19,guest,2017-12-15 17:15:56.000000,9,"1 day, 0:23:16.861000",guest,5,21,False
264121,7246364b-efd3-4f14-a8dc-25a05ee4c4ec,Inn At Saint Mary's,6413071a-a0b3-4d69-8cc7-c3da04d15fbf,Everything has been perfect thank you!,guest,2017-06-28 16:48:36.000000,1,0:00:00,guest,1,38,False
383576,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,ebd3dea6-2132-4b12-be94-f573ff8548a7,Everyone on staff has been delightful.,guest,2017-05-20 16:02:19.000000,13,"6 days, 1:21:55",hotel,2,38,False
517341,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,2662d65d-a3f7-4271-8e95-98fbbdd3549b,Sounds good! I will just drop off the luggage then,guest,2017-12-04 17:30:56.000000,27,"2 days, 1:13:44.737000",hotel,4,50,False
62571,deb9cec5-ce56-46af-b3b2-eae97f881b4e,Dogfish Inn,b974a62e-1ebb-4afa-b2a9-ca7899a12ca6,Thanks will b there soon,guest,2016-08-22 17:53:16.000000,1,0:00:00,guest,1,24,False
866770,e1892309-f7fb-4594-b900-ea1f2b499607,UrHomeInPhilly,301a2304-d181-492b-8af9-d380676773c3,I left the FOB on the counter,guest,2017-05-23 15:14:33.000000,14,"6 days, 0:58:26.892000",guest,13,29,False
442573,0aab7c30-43d5-41f7-a412-a0481faa2d8d,The Cape A Thompson Hotel,13d54a44-9b18-41f8-8c68-1e0ed3645d85,We arrive at 10:54 am. AA flight 1225.,guest,2017-07-13 16:07:33.000000,3,0:43:06.009000,guest,1,38,False
